,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_Nm,torque_rpm,company,Model
5678,2017,900000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,205.0,1750,Ford,EcoSport
5679,2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.04,5.0,170.0,1800,Toyota,Etios
5681,2000,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
5682,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
5683,2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5.0,200.0,1900,Renault,Duster
5684,2019,425000,15000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5.0,99.0,4500,Hyundai,Santro
5685,2017,900000,65000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5.0,200.0,1750,Maruti,Ciaz
5686,2015,516000,90000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
5687,2011,150000,70000,Petrol,Individual,Manual,Second Owner,16.5,1172,65.0,5.0,96.0,3000,Tata,Indica
5688,2016,400000,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
5689,2016,800000,79500,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,7.0,280.0,1800,Mahindra,Scorpio
5690,2007,165000,90000,Petrol,Individual,Manual,Third Owner,17.8,1086,63.0,5.0,9.8,3000,Hyundai,Santro
5691,2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5.0,200.0,1900,Nissan,other_model
5692,2015,440000,110000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5.0,190.0,2000,Maruti,Swift
5693,2011,390000,153000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5694,2008,136000,200185,Petrol,Individual,Manual,First Owner,16.6,1388,68.0,5.0,16.3,2000,Ford,Fiesta
5695,2013,475000,149000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5696,2016,515000,100000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
5697,2012,175000,90000,Diesel,Individual,Manual,Second Owner,15.42,1405,70.0,7.0,135.0,2500,Tata,other_model
5698,2012,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5,1248,88.8,5.0,200.0,1750,Maruti,SX4
5700,2018,535000,12000,Petrol,Individual,Manual,First Owner,20.89,1197,81.8,5.0,113.0,4200,Maruti,other_model
5701,2011,215000,40000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,111.7,4000,Hyundai,i10
5702,1997,70000,100000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
5703,2017,445000,27000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5.0,113.75,4000,Hyundai,Grand
5704,2015,335000,120000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
5705,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
5706,2014,300000,49025,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,5.0,101.0,3000,Maruti,Eeco
5707,2015,110000,15000,Petrol,Individual,Manual,First Owner,25.4,624,37.5,4.0,51.0,4000,Tata,other_model
5708,2014,240000,90000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
5709,2016,300000,90000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
5710,2010,2000000,90000,Diesel,Individual,Automatic,Second Owner,14.49,2993,258.0,5.0,560.0,1500,BMW,other_model
5711,2007,50000,80000,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5,5.0,8.5,2500,Tata,Indica
5712,2009,295000,195000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,10.0,19.0,1800,Chevrolet,other_model
5713,2006,310000,90000,Diesel,Individual,Manual,Third Owner,10.5,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
5714,1997,29999,80000,Petrol,Individual,Manual,Third Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
5715,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5.0,145.0,4600,Honda,City
5716,2016,640000,70000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5.0,200.0,1750,Maruti,Vitara
5717,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.5,1197,85.8,5.0,114.0,4000,Maruti,Swift
5718,2013,385000,120000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
5719,2013,409999,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5720,2016,1300000,40000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
5721,2009,210000,60000,Petrol,Individual,Manual,Third Owner,15.3,1596,101.0,5.0,14.9,3400,Ford,Fiesta
5722,2007,300000,110000,Diesel,Individual,Manual,First Owner,10.5,2179,120.0,7.0,290.0,1800,Mahindra,Scorpio
5723,2008,450000,112000,Diesel,Individual,Manual,First Owner,10.5,2609,120.0,9.0,290.0,1800,Mahindra,Scorpio
5724,2011,170000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,160.0,2000,Ford,Figo
5725,2014,650000,140000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,200.0,1750,Honda,City
5726,1997,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,15.9,1298,85.0,5.0,110.0,4500,Maruti,other_model
5727,2012,145000,70000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5728,2018,681000,27000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,5.0,230.0,1500,Volkswagen,Polo
5729,2015,635000,173000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5.0,200.0,1750,Honda,City
5730,2010,140000,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5731,2016,750000,86000,Diesel,Individual,Manual,Third Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
5732,2015,611000,80000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
5733,2007,110000,120000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5734,2006,100000,100000,Petrol,Individual,Automatic,Second Owner,16.0,1061,64.0,5.0,8.6,3500,Maruti,Wagon
5735,2014,225000,120000,Diesel,Individual,Manual,First Owner,22.3,1248,74.0,5.0,190.0,1750,Tata,Indica
5736,2010,250000,190000,Diesel,Individual,Manual,Third Owner,16.2,1493,110.0,5.0,24.0,1900,Hyundai,Verna
5737,2011,385000,120000,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,8.0,200.0,1400,Mahindra,Scorpio
5738,2012,135000,70000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5739,2006,65000,100000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5740,2016,260000,120000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5.0,90.0,3500,Maruti,Alto
5741,2014,465000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5743,2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.15,1198,82.0,6.0,115.0,3500,Mahindra,KUV
5744,2009,200000,81000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197,80.0,5.0,11.4,4000,Hyundai,i20
5745,2011,125000,90000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
5746,2001,45000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4.0,59.0,2500,Maruti,800
5747,2012,124000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5.0,108.0,4400,Chevrolet,Beat
5748,2007,80000,80000,Petrol,Individual,Manual,Third Owner,15.3,1193,65.3,5.0,102.0,2600,Tata,Indica
5749,2014,545000,35000,CNG,Individual,Manual,First Owner,22.8,1373,80.9,7.0,110.0,4000,Maruti,Ertiga
5750,2019,1050000,20000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
5751,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5.0,108.5,5000,Chevrolet,other_model
5752,2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
5753,2014,750000,50000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
5754,2016,425000,13500,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,5.0,114.0,3500,Tata,Tiago
5755,2016,300000,38000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5.0,69.0,3500,Maruti,Alto
5756,2019,1200000,14000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
5757,2009,240000,70000,Petrol,Individual,Manual,First Owner,13.5,1799,130.0,5.0,172.0,4300,Honda,other_model
5758,2016,450000,55000,Diesel,Individual,Manual,Second Owner,25.32,1198,77.0,6.0,190.0,1750,Mahindra,KUV
5759,2006,80000,150000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
5760,2013,500000,160000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7.0,195.0,1400,Mahindra,Bolero
5761,2013,295000,50000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5.0,205.0,1750,Chevrolet,other_model
5762,2008,100000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,69.0,5.0,135.0,2500,Tata,Indigo
5763,2013,700000,76460,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5764,2011,180000,125000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5.0,160.0,2000,Ford,Figo
5765,2012,225000,110000,Diesel,Individual,Manual,Second Owner,20.8,1461,65.0,5.0,160.0,2000,Mahindra,other_model
5766,2017,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
5767,2015,625000,30000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
5768,2013,275000,70000,LPG,Individual,Manual,Second Owner,19.2,1086,68.05,5.0,99.04,4500,Hyundai,i10
5769,2013,245000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
5770,2010,160000,200000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,5.0,90.0,3500,Maruti,Zen
5771,2014,250000,80000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
5772,2014,450000,76000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5.0,200.0,1750,Honda,Amaze
5773,2007,85000,150000,Diesel,Individual,Manual,Second Owner,17.2,1396,53.5,5.0,8.5,2500,Tata,Indica
5774,2018,1938000,35000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7.0,343.0,1400,Toyota,Innova
5775,2016,550000,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
5776,2015,551000,110000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5.0,205.0,1750,Ford,EcoSport
5777,2019,500000,60000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5.0,113.75,4000,Hyundai,Xcent
5778,2018,585000,15000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5.0,109.0,4500,Honda,Amaze
5779,2013,172000,120000,Petrol,Individual,Manual,First Owner,16.36,1495,93.7,5.0,124.6,3500,Hyundai,other_model
5780,2012,360000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5781,2017,350000,24000,Diesel,Individual,Manual,Second Owner,27.28,1047,69.0,5.0,140.0,1800,Tata,Tiago
5782,2018,700000,53000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5.0,205.0,1750,Ford,EcoSport
5783,2011,148000,40000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5784,2016,330000,47370,CNG,Individual,Manual,First Owner,21.94,1196,63.0,5.0,83.0,3000,Maruti,Eeco
5785,2007,110000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,5.0,210.0,190,Skoda,other_model
5786,2015,450000,100000,Diesel,Individual,Manual,First Owner,25.2,1248,73.94,5.0,190.0,2000,Maruti,Swift
5787,2009,260000,80000,Diesel,Individual,Manual,Second Owner,11.5,1991,147.9,7.0,320.0,2000,Chevrolet,other_model
5788,2011,200000,91000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
5789,2019,430000,20000,CNG,Individual,Manual,First Owner,32.26,998,58.3,4.0,78.0,3500,Maruti,Alto
5790,2013,550000,80000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
5791,2013,245000,80000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5.0,190.0,2000,Maruti,Ritz
5792,2016,320000,80000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5.0,85.0,3000,Maruti,Eeco
5793,2008,120000,110000,CNG,Individual,Manual,Third Owner,13.2,1495,94.0,5.0,12.5,3500,Hyundai,other_model
5794,2013,615000,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.24,5.0,259.87,1900,Hyundai,other_model
5795,2013,600000,90000,Diesel,Individual,Automatic,First Owner,17.2,1968,138.1,5.0,320.0,1750,Skoda,other_model
5796,2010,300000,120000,Petrol,Individual,Manual,Second Owner,14.3,1798,160.0,5.0,250.0,15004500,Volkswagen,other_model
5797,2016,400000,45217,Diesel,Dealer,Manual,First Owner,25.83,1498,99.0,5.0,215.0,1750,Ford,Figo
5798,2017,1000000,60000,Diesel,Individual,Automatic,Second Owner,17.01,1582,126.2,5.0,259.9,1900,Hyundai,Creta
5799,2012,525000,70000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5.0,250.0,4250,Hyundai,other_model
5800,2013,300000,133000,Diesel,Individual,Manual,First Owner,20.3,1248,75.0,5.0,197.0,1750,Fiat,other_model
5801,2011,220000,117000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,5.0,197.0,1750,Fiat,other_model
5802,2015,850000,173000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
5803,2011,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1497,118.0,5.0,146.0,4800,Honda,City
5804,2003,59000,70000,Petrol,Individual,Manual,Second Owner,13.2,1495,94.0,5.0,12.5,3500,Hyundai,other_model
5805,2011,130000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5806,2016,375000,120000,Petrol,Individual,Manual,Second Owner,16.2,1199,74.0,5.0,110.0,3000,Volkswagen,Polo
5808,2011,220000,222300,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,5.0,180.0,2000,Volkswagen,Polo
5809,2013,625000,100000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.57,7.0,200.0,1400,Toyota,Innova
5810,2013,295000,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5.0,190.0,2000,Maruti,Ritz
5812,2010,235000,90000,Diesel,Individual,Manual,First Owner,14.0,1948,90.0,9.0,190.0,2000,Tata,other_model
5813,2012,500000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,5.0,250.0,4250,Hyundai,other_model
5814,2017,509999,20000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5.0,113.0,4200,Maruti,Swift
5815,2020,370000,16000,CNG,Individual,Manual,First Owner,33.0,796,47.3,5.0,69.0,3500,Maruti,Alto
5816,2016,370000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
5818,2012,300000,210000,Diesel,Individual,Manual,First Owner,17.21,1493,100.0,7.0,240.0,1600,Mahindra,other_model
5819,2015,350000,20000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5.0,99.04,4500,Hyundai,i10
5820,2018,395000,20000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,5.0,91.0,4250,Renault,KWID
5821,2015,850000,100000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,8.0,200.0,1400,Toyota,Innova
5822,2015,1150000,40000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7.0,200.0,1200,Toyota,Innova
5823,2016,3500000,35000,Diesel,Individual,Automatic,First Owner,14.74,2993,270.9,5.0,600.0,2000,Jaguar,XF
5824,2012,280000,120000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5.0,250.0,1500,Volkswagen,Vento
5825,2018,775000,50000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7.0,240.0,1600,Mahindra,TUV
5826,2012,420000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5827,2010,310000,91000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5.0,146.0,4800,Honda,City
5828,2017,1550000,50000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,5.0,350.0,1750,other_company,other_model
5829,2015,375000,67000,Diesel,Individual,Manual,First Owner,20.4,1248,91.7,5.0,209.0,2000,Fiat,other_model
5830,2015,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,5.0,114.0,4000,Hyundai,Grand
5831,2013,300000,100000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5.0,190.0,2000,Maruti,Ritz
5832,2008,155000,120000,Petrol,Individual,Manual,Second Owner,17.7,1497,78.0,5.0,12.7,2700,Honda,City
5833,2013,350000,185000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5834,2016,950000,75000,Diesel,Individual,Automatic,Third Owner,16.0,2179,140.0,7.0,330.0,1600,Mahindra,XUV500
5835,2015,350000,80000,Diesel,Individual,Manual,Third Owner,24.0,1120,70.0,5.0,160.0,1500,Hyundai,Grand
5836,2019,1900000,30000,Diesel,Individual,Automatic,First Owner,12.4,1999,147.9,5.0,350.0,1800,other_company,other_model
5837,2020,537000,5000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,5.0,170.0,1750,Tata,other_model
5838,2019,585000,10000,Petrol,Individual,Manual,First Owner,18.78,999,75.0,5.0,95.0,3000,Volkswagen,Polo
5840,2012,350000,140000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
5841,2019,700000,19000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5.0,117.0,4000,Hyundai,other_model
5842,2017,849000,44600,Diesel,Dealer,Manual,First Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
5843,2014,574000,28080,Petrol,Dealer,Automatic,First Owner,0.0,1197,103.25,5.0,175.0,1500,Volkswagen,Polo
5844,2014,484999,28800,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
5845,2018,360000,21900,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5.0,72.0,4386,Renault,KWID
5846,2014,575000,28100,Petrol,Dealer,Automatic,First Owner,0.0,1197,103.25,5.0,175.0,1500,Volkswagen,Polo
5847,2014,550000,110000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,5.0,200.0,1750,Honda,City
5848,2016,700000,100000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
5849,2019,825000,7673,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
5850,2008,114999,100000,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,5.0,84.0,3500,Maruti,Wagon
5851,2009,150000,75000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5.0,116.0,4750,Tata,Manza
5852,2018,851000,50000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5.0,190.0,2000,Maruti,Swift
5853,2014,550000,40000,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5.0,135.3,5000,Hyundai,Verna
5854,2016,890000,40000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7.0,200.0,1750,Maruti,Ertiga
5855,2012,265000,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80.0,5.0,11.4,4000,Hyundai,i20
5856,2014,900000,110000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,280.0,1800,Mahindra,Scorpio
5857,2013,210000,96272,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5.0,150.0,1750,Chevrolet,Beat
5858,2015,1650000,74000,Diesel,Individual,Automatic,First Owner,18.88,1995,184.0,5.0,380.0,1750,BMW,other_model
5859,2011,750000,168000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7.0,20.4,1400,Toyota,Innova
5860,2019,675000,7000,Petrol,Individual,Manual,First Owner,19.4,1194,94.93,5.0,120.0,4250,Ford,other_model
5861,2017,715000,60000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5.0,219.66,1500,Hyundai,i20
5862,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396,69.01,5.0,140.0,1800,Tata,Indigo
5863,2015,400000,22500,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5.0,90.0,3500,Maruti,Wagon
5864,2020,925000,7400,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5.0,200.0,1750,Maruti,Vitara
5865,2011,275000,70000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,5.0,114.0,4000,Maruti,Swift
5866,2009,175000,67000,Petrol,Individual,Manual,First Owner,18.9,1061,67.0,5.0,84.0,3500,Maruti,Wagon
5867,2009,155000,110000,Diesel,Individual,Manual,Third Owner,17.7,1399,68.0,5.0,16.0,2000,Ford,other_model
5868,2012,325000,175000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5.0,200.0,1750,Maruti,SX4
5869,2014,700000,120000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9.0,290.0,1800,Mahindra,Scorpio
5870,2008,50000,120000,Diesel,Individual,Manual,Third Owner,17.5,1396,70.0,5.0,14.3,1800,Tata,Indica
5871,2012,450000,370000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,9.0,290.0,1800,Mahindra,Scorpio
5872,2014,645000,150360,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5.0,259.8,1900,Hyundai,Verna
5873,2017,597000,15000,Diesel,Individual,Manual,First Owner,24.7,1047,69.0,5.0,140.0,1800,Tata,other_model
5874,2018,400000,30000,Petrol,Individual,Automatic,Second Owner,24.04,999,67.0,5.0,91.0,4250,Renault,KWID
5875,2009,300000,150000,Diesel,Individual,Manual,First Owner,17.8,1248,75.0,5.0,190.0,2000,Maruti,Swift
5876,2015,573000,100000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5.0,190.0,2000,Maruti,Swift
5877,2011,180000,70000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5.0,90.0,3500,Maruti,Alto
5878,2011,70000,40000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,4.0,4.8,3000,Tata,other_model
5879,2008,500000,154000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,8.0,20.4,1400,Toyota,Innova
5880,2004,110000,110000,Petrol,Individual,Manual,Second Owner,14.4,1599,94.0,5.0,12.5,3500,Hyundai,other_model
5881,2013,450000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7.0,200.0,1750,Maruti,Ertiga
5882,2013,310000,145000,Diesel,Individual,Manual,First Owner,15.3,2956,83.83,7.0,250.0,1000,Tata,other_model
5883,2017,400000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,6.0,190.0,1750,Mahindra,KUV
5884,2014,390000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,5.0,190.0,2000,Maruti,Swift
5885,2011,122000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5.0,62.0,3000,Maruti,Alto
5886,2016,741000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7.0,280.0,1800,Mahindra,Scorpio
5887,2012,330000,40000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,5.0,22.4,1750,Hyundai,i20
5888,2010,300000,166000,Diesel,Individual,Manual,Third Owner,12.05,2179,120.0,8.0,290.0,1800,Mahindra,Scorpio
5889,2011,215000,100000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5.0,111.8,4000,Hyundai,i10
5890,2009,150000,75000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,5.0,84.0,3500,Maruti,Wagon
5891,2013,250000,42130,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5.0,74.5,4000,Hyundai,EON
5892,2010,180000,53000,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5.0,114.0,4000,Maruti,Ritz
5893,2006,150000,106000,Petrol,Individual,Manual,Second Owner,17.3,993,60.0,5.0,78.0,4500,Maruti,Zen
5894,2005,275000,96000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,5.0,16.1,4200,Toyota,other_model
5895,2019,556000,10000,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5.0,113.0,4200,Maruti,Baleno
5896,2016,550000,37000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5.0,115.0,4000,Maruti,Swift
5897,2018,1500000,20000,Diesel,Individual,Automatic,First Owner,16.0,2179,138.0,7.0,330.0,1600,Mahindra,XUV500
5898,2017,549000,35000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,5.0,104.0,3100,Toyota,Etios
5899,2016,630000,50000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5.0,114.7,4000,Hyundai,i20
5900,2020,679000,5000,Diesel,Individual,Manual,First Owner,0.0,2523,70.0,2.0,200.0,1400,Mahindra,Bolero
5902,2017,1125000,47000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5.0,259.9,1900,Hyundai,Creta
5903,2017,680000,71000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,5.0,190.0,2000,Maruti,Baleno
5904,2017,1050000,50000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5.0,200.0,1750,Honda,City
5905,2015,450000,57000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5.0,200.0,1750,Tata,Zest
5906,2010,210000,43000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5.0,90.0,3500,Maruti,Wagon
5907,2014,470000,60000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5.0,190.0,2000,Maruti,Swift
5908,2014,470000,60000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5.0,114.0,4000,Maruti,Swift
5909,2015,550000,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5.0,219.7,1500,Hyundai,i20
5910,2011,204999,60000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5.0,90.0,3500,Maruti,other_model
